序号,经度【百度】,纬度【百度】,是否精确,可信度,地址类型,坐标系,错误,0,0
333,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
334,123.4595402,41.74254212,,40,道路,bd09,,123.44699364962064,41.73410278445286
335,123.314633,41.79966826,,16,区县,bd09,,123.30207511593515,41.79168264542628
336,,,,,,,Internal Service Error:无相关结果,0,0
337,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
338,123.5652816,41.74259769,1,80,村庄,bd09,,123.55298616192488,41.73469828846342
339,123.5728014,41.92014109,1,80,道路,bd09,,123.56050493880184,41.91210490491899
340,123.5652816,41.74259769,1,80,村庄,bd09,,123.55298616192488,41.73469828846342
341,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
342,123.5652816,41.74259769,1,80,村庄,bd09,,123.55298616192488,41.73469828846342
343,123.4595402,41.74254212,,40,道路,bd09,,123.44699364962064,41.73410278445286
344,123.7096636,41.81075153,,30,道路,bd09,,123.69731409125221,41.80228033475173
345,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
346,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
347,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
348,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
349,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
350,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
351,123.5383799,41.74945801,1,80,道路,bd09,,123.52596261265045,41.741630474962356
352,123.7096636,41.81075153,,30,道路,bd09,,123.69731409125221,41.80228033475173
353,123.5728014,41.92014109,1,80,道路,bd09,,123.56050493880184,41.91210490491899
354,122.3403172,41.83203038,,50,道路,bd09,,122.32826587339518,41.82403951477566
355,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
356,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
357,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
358,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
359,126.5908059,45.57276948,1,80,道路,bd09,,126.57853136479918,45.56456381302974
360,126.5908059,45.57276948,1,80,道路,bd09,,126.57853136479918,45.56456381302974
361,126.5908059,45.57276948,1,80,道路,bd09,,126.57853136479918,45.56456381302974
362,121.7020862,39.28567668,1,80,UNKNOWN,bd09,,121.69052246713456,39.2782954821669
363,121.7020862,39.28567668,1,80,UNKNOWN,bd09,,121.69052246713456,39.2782954821669
364,123.5830816,41.92965081,1,80,道路,bd09,,123.57086920669745,41.9214320212152
365,116.2739977,39.46231194,,30,道路,bd09,,116.26163278003952,39.454899002266544
366,116.8388922,36.80690151,1,80,生活服务,bd09,,116.82668835003807,36.80094091407187
367,116.7693875,36.78994481,,14,区县,bd09,,116.75728169822742,36.78326911758697
368,116.7693875,36.78994481,,14,区县,bd09,,116.75728169822742,36.78326911758697
369,116.8343686,39.56060876,1,80,UNKNOWN,bd09,,116.82181346832999,39.55384681982109
370,117.8323933,39.33695643,,14,区县,bd09,,117.81980097363126,39.32967447656632
371,117.8323933,39.33695643,,14,区县,bd09,,117.81980097363126,39.32967447656632
372,115.9705578,39.39591429,,25,地产小区,bd09,,115.95800877942472,39.38914069971185
373,114.9194774,40.75734123,1,80,UNKNOWN,bd09,,114.9067842449925,40.750344752903054
374,116.8125992,39.5730638,,30,道路,bd09,,116.80002867447374,39.566201518687656
375,116.8125992,39.5730638,,30,道路,bd09,,116.80002867447374,39.566201518687656
376,116.8343686,39.56060876,1,80,UNKNOWN,bd09,,116.82181346832999,39.55384681982109
377,116.8343686,39.56060876,1,80,UNKNOWN,bd09,,116.82181346832999,39.55384681982109
378,116.811717,36.82917998,,25,道路,bd09,,116.79946956394376,36.823124999423
379,116.5711568,39.76916351,1,80,UNKNOWN,bd09,,116.55876734911298,39.76234824622702
380,116.2739977,39.46231194,,30,道路,bd09,,116.26163278003952,39.454899002266544
381,116.30542,39.44448486,,16,区县,bd09,,116.29298646282959,39.43712642103052
382,116.30542,39.44448486,,16,区县,bd09,,116.29298646282959,39.43712642103052
383,116.30542,39.44448486,,16,区县,bd09,,116.29298646282959,39.43712642103052
384,116.6143957,39.76468518,,30,村庄,bd09,,116.60209264452149,39.75768702627265
385,116.5568652,39.81609784,1,80,道路,bd09,,116.54455470542544,39.80902912045279
386,116.9491928,40.1562043,,18,乡镇,bd09,,116.93655239421055,40.149457843730495
387,116.7260916,39.85208868,,75,交叉路口,bd09,,116.71348400305246,39.84506206721289
388,116.6720913,39.77817823,,30,道路,bd09,,116.65971791546274,39.77098532605858
389,116.786498,39.68452607,,80,教育,bd09,,116.77402465581865,39.67716602322014
390,117.7654622,39.01718591,1,80,道路,bd09,,117.7526025549755,39.01041264564168
391,117.7654622,39.01718591,1,80,道路,bd09,,117.7526025549755,39.01041264564168
392,118.1685413,39.83835343,,14,区县,bd09,,118.15564238739873,39.831131712334184
393,112.6838159,37.69981794,,50,工业园区,bd09,,112.67104960386072,37.692883564579766
394,116.5639541,40.23775745,1,80,UNKNOWN,bd09,,116.55152657684444,40.23078450315761
395,116.9245914,40.08325089,1,80,UNKNOWN,bd09,,116.91207840741751,40.076336445628264
396,117.8323933,39.33695643,,14,区县,bd09,,117.81980097363126,39.32967447656632
397,116.9591105,40.0808603,,30,村庄,bd09,,116.94646773070006,40.07402872929338
398,116.7270006,40.2216152,,18,乡镇,bd09,,116.71434142453745,40.2145446681937
399,116.7270006,40.2216152,,18,乡镇,bd09,,116.71434142453745,40.2145446681937
400,112.5723962,37.74232253,,16,区县,bd09,,112.55975216478411,37.735486981285014
401,112.5723962,37.74232253,,16,区县,bd09,,112.55975216478411,37.735486981285014
402,114.3571641,38.08851872,,30,道路,bd09,,114.34447010021073,38.08142353123612
403,116.7715947,40.09659605,,60,工业园区,bd09,,116.75909217945987,40.089022930090046
404,116.7715947,40.09659605,,60,工业园区,bd09,,116.75909217945987,40.089022930090046
405,111.4820505,36.02496073,1,80,生活服务,bd09,,111.46929107806453,36.018641739103565
406,116.9245914,40.08325089,1,80,UNKNOWN,bd09,,116.91207840741751,40.076336445628264
407,116.8364167,40.15827306,,30,商圈,bd09,,116.82379361529985,40.151435438412534
408,111.7659114,40.75218993,,25,乡镇,bd09,,111.75245630188155,40.744979785118176
409,116.9245914,40.08325089,1,80,UNKNOWN,bd09,,116.91207840741751,40.076336445628264
410,116.9245914,40.08325089,1,80,UNKNOWN,bd09,,116.91207840741751,40.076336445628264
411,116.8367578,40.11731598,,30,村庄,bd09,,116.8241114423212,40.110469307736224
412,116.7270006,40.2216152,,18,乡镇,bd09,,116.71434142453745,40.2145446681937
413,116.8388922,36.80690151,1,80,生活服务,bd09,,116.82668835003807,36.80094091407187
414,116.8388922,36.80690151,1,80,生活服务,bd09,,116.82668835003807,36.80094091407187
415,117.2917657,37.10526409,,30,村庄,bd09,,117.2790978627291,37.0989213825775
416,120.1056453,36.16758833,,30,道路,bd09,,120.0938061846438,36.16111696335907
417,116.811717,36.82917998,,25,道路,bd09,,116.79946956394376,36.823124999423
418,116.811717,36.82917998,,25,道路,bd09,,116.79946956394376,36.823124999423
419,117.8323933,39.33695643,,14,区县,bd09,,117.81980097363126,39.32967447656632
420,116.8262138,39.5627647,1,80,UNKNOWN,bd09,,116.81363455245771,39.55601669511278
421,116.8343686,39.56060876,1,80,UNKNOWN,bd09,,116.82181346832999,39.55384681982109
422,116.8262138,39.5627647,1,80,UNKNOWN,bd09,,116.81363455245771,39.55601669511278
423,116.8343686,39.56060876,1,80,UNKNOWN,bd09,,116.82181346832999,39.55384681982109
424,116.3568809,39.42634019,,40,道路,bd09,,116.34415751166647,39.41937974480809
425,116.5722068,40.22996153,,30,村庄,bd09,,116.55975398414407,40.22312635919171
426,116.3568809,39.42634019,,40,道路,bd09,,116.34415751166647,39.41937974480809
427,116.2739977,39.46231194,,30,道路,bd09,,116.26163278003952,39.454899002266544
428,116.8262138,39.5627647,1,80,UNKNOWN,bd09,,116.81363455245771,39.55601669511278
429,116.8262138,39.5627647,1,80,UNKNOWN,bd09,,116.81363455245771,39.55601669511278
430,116.2739977,39.46231194,,30,道路,bd09,,116.26163278003952,39.454899002266544
431,116.6920408,39.60143428,1,80,道路,bd09,,116.67953141552009,39.59457069702739
432,116.3568809,39.42634019,,40,道路,bd09,,116.34415751166647,39.41937974480809
433,116.6920408,39.60143428,1,80,道路,bd09,,116.67953141552009,39.59457069702739
434,116.6920408,39.60143428,1,80,道路,bd09,,116.67953141552009,39.59457069702739
435,116.6920408,39.60143428,1,80,道路,bd09,,116.67953141552009,39.59457069702739
436,116.7622373,35.58598426,,50,UNKNOWN,bd09,,116.75025179397797,35.57978860970229
437,116.7693875,36.78994481,,14,区县,bd09,,116.75728169822742,36.78326911758697
438,117.0919058,36.83470264,,25,乡镇,bd09,,117.07925328048402,36.828236508248004
439,117.1187538,36.84181212,,25,乡镇,bd09,,117.10620748795752,36.83493307845179
440,117.1187538,36.84181212,,25,乡镇,bd09,,117.10620748795752,36.83493307845179
441,111.7659114,40.75218993,,25,乡镇,bd09,,111.75245630188155,40.744979785118176
442,116.9245914,40.08325089,1,80,UNKNOWN,bd09,,116.91207840741751,40.076336445628264
443,116.8319547,40.11833227,,75,教育,bd09,,116.81928705169841,40.11151166135921
444,116.8319547,40.11833227,,75,教育,bd09,,116.81928705169841,40.11151166135921
445,116.5639541,40.23775745,1,80,UNKNOWN,bd09,,116.55152657684444,40.23078450315761
446,116.5595421,40.16736886,,25,道路,bd09,,116.54717627907448,40.16033268884043
447,117.3590961,39.25178855,,25,乡镇,bd09,,117.34619154756787,39.24425974713854
448,117.8323933,39.33695643,,14,区县,bd09,,117.81980097363126,39.32967447656632
449,117.8323933,39.33695643,,14,区县,bd09,,117.81980097363126,39.32967447656632
450,116.6193493,39.76458802,,30,道路,bd09,,116.60707224127876,39.75749668711486
451,116.8388922,36.80690151,1,80,生活服务,bd09,,116.82668835003807,36.80094091407187
452,116.5064592,39.75413126,,40,道路,bd09,,116.49401292775781,39.7467407346045
453,116.5064592,39.75413126,,40,道路,bd09,,116.49401292775781,39.7467407346045
454,116.3314267,39.67272297,,25,道路,bd09,,116.31875287637897,39.665688429800014
455,113.4169676,40.03859625,,50,工业园区,bd09,,113.40339230607168,40.03097059265016
456,115.9705578,39.39591429,,25,地产小区,bd09,,115.95800877942472,39.38914069971185
457,117.3166007,39.72319448,,14,区县,bd09,,117.30354759490662,39.71621422054875
458,120.4822514,31.63725465,,40,道路,bd09,,120.47131691690502,31.63277384110577
459,120.4822514,31.63725465,,40,道路,bd09,,120.47131691690502,31.63277384110577
460,120.4822514,31.63725465,,40,道路,bd09,,120.47131691690502,31.63277384110577
461,118.3383502,33.95889584,,30,道路,bd09,,118.32634968802797,33.95386804076811
462,118.3383502,33.95889584,,30,道路,bd09,,118.32634968802797,33.95386804076811
463,118.3383502,33.95889584,,30,道路,bd09,,118.32634968802797,33.95386804076811
464,118.8024217,32.06465289,,12,城市,bd09,,118.7908147823915,32.06037418244446
465,120.4863827,31.63891189,,50,生活服务,bd09,,120.47546717863632,31.63443413756385
466,119.883171,32.52357383,1,80,道路,bd09,,119.87198313073897,32.519428659750254
467,121.092088,31.49015838,1,80,道路,bd09,,121.08103162396316,31.485567784821583
468,117.3030535,31.99704116,,40,道路,bd09,,117.29090991292753,31.993396628805197
469,120.5235197,31.36647593,,30,道路,bd09,,120.51261288142841,31.362634135422788
470,121.0212069,31.43047792,,30,道路,bd09,,121.01017680197354,31.42674313937289
471,120.5235197,31.36647593,,30,道路,bd09,,120.51261288142841,31.362634135422788
472,120.5235197,31.36647593,,30,道路,bd09,,120.51261288142841,31.362634135422788
473,117.3030535,31.99704116,,40,道路,bd09,,117.29090991292753,31.993396628805197
474,121.7870532,29.92040855,,55,道路,bd09,,121.77634329971566,29.91667253130978
475,120.8376892,32.08851,,40,道路,bd09,,120.826943520399,32.084291344432586
476,121.1106842,31.21448855,1,80,道路,bd09,,121.09958899252294,31.210228298651856
477,121.1975822,31.42349768,1,80,道路,bd09,,121.1866827983595,31.41907457728164
478,121.1975551,31.42405898,1,80,道路,bd09,,121.18665531425066,31.419635860197427
479,121.1475546,31.19975823,,50,道路,bd09,,121.13638798296923,31.196015099147125
480,121.1475546,31.19975823,1,80,道路,bd09,,121.13638798296923,31.196015099147125
481,121.0948215,31.15703025,1,80,道路,bd09,,121.08381107735391,31.152584950209132
482,121.0948215,31.15703025,1,80,道路,bd09,,121.08381107735391,31.152584950209132
483,121.1106842,31.21448855,1,80,道路,bd09,,121.09958899252294,31.210228298651856
484,121.1106842,31.21448855,1,80,道路,bd09,,121.09958899252294,31.210228298651856
485,121.1106842,31.21448855,1,80,道路,bd09,,121.09958899252294,31.210228298651856
486,121.1475546,31.19975823,,50,道路,bd09,,121.13638798296923,31.196015099147125
487,121.8943544,30.88355786,1,80,UNKNOWN,bd09,,121.88373755507288,30.879985191762692
488,121.7870532,29.92040855,,55,道路,bd09,,121.77634329971566,29.91667253130978
489,120.9853319,31.83946701,,30,道路,bd09,,120.97450784594058,31.83527755249814
490,120.9853319,31.83946701,,30,道路,bd09,,120.97450784594058,31.83527755249814
491,120.9853319,31.83946701,,30,道路,bd09,,120.97450784594058,31.83527755249814
492,118.7991923,31.77231036,1,80,道路,bd09,,118.78763629306331,31.7679935412609
493,118.869828,31.75441594,,60,UNKNOWN,bd09,,118.85821724178703,31.750897281700006
494,118.8024217,32.06465289,,12,城市,bd09,,118.7908147823915,32.06037418244446
495,120.8376892,32.08851,,40,道路,bd09,,120.826943520399,32.084291344432586
496,121.2131292,31.62649987,1,80,道路,bd09,,121.20222688429713,31.622053441628164
497,121.0351942,31.43457041,,30,UNKNOWN,bd09,,121.02411802556051,31.43077102846726
498,121.0759901,31.41663109,,75,交叉路口,bd09,,121.06498365251622,31.412118405127252
499,121.0723518,31.31346052,,50,道路,bd09,,121.06134214182927,31.309026027068608
500,121.0759901,31.41663109,,75,交叉路口,bd09,,121.06498365251622,31.412118405127252
501,121.0723518,31.31346052,,50,道路,bd09,,121.06134214182927,31.309026027068608
502,121.2131292,31.62649987,1,80,道路,bd09,,121.20222688429713,31.622053441628164
503,121.0759901,31.41663109,,75,交叉路口,bd09,,121.06498365251622,31.412118405127252
504,121.0723518,31.31346052,,50,道路,bd09,,121.06134214182927,31.309026027068608
505,121.0759901,31.41663109,,75,交叉路口,bd09,,121.06498365251622,31.412118405127252
506,121.0351942,31.43457041,,30,UNKNOWN,bd09,,121.02411802556051,31.43077102846726
507,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
508,121.1278242,31.31751603,,40,道路,bd09,,121.11666525043078,31.31353758104276
509,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
510,121.1278242,31.31751603,,40,道路,bd09,,121.11666525043078,31.31353758104276
511,121.0105333,31.31602482,,75,交叉路口,bd09,,120.99957510834658,31.312251131847816
512,121.0351942,31.43457041,,30,UNKNOWN,bd09,,121.02411802556051,31.43077102846726
513,121.1102634,31.31934322,,40,道路,bd09,,121.09917606458116,31.3150338332112
514,121.0105333,31.31602482,,75,交叉路口,bd09,,120.99957510834658,31.312251131847816
515,121.0847114,31.33112845,,50,道路,bd09,,121.07368861798261,31.326574897402224
516,121.1102634,31.31934322,,40,道路,bd09,,121.09917606458116,31.3150338332112
517,121.092088,31.49015838,1,80,道路,bd09,,121.08103162396316,31.485567784821583
518,120.9873142,31.33381914,1,80,道路,bd09,,120.97652787226954,31.329692482351884
519,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
520,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
521,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
522,121.0847114,31.33112845,,50,道路,bd09,,121.07368861798261,31.326574897402224
523,121.1102634,31.31934322,,40,道路,bd09,,121.09917606458116,31.3150338332112
524,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
525,121.092088,31.49015838,1,80,道路,bd09,,121.08103162396316,31.485567784821583
526,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
527,121.0723518,31.31346052,,50,道路,bd09,,121.06134214182927,31.309026027068608
528,120.9874525,31.39086343,,16,区县,bd09,,120.9766729328994,31.38672314494937
529,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
530,120.7254867,30.6520901,,18,乡镇,bd09,,120.71477250521497,30.64809109187565
531,121.197508,31.42403017,1,80,道路,bd09,,121.18660803415308,31.41960738421765
532,121.2026534,31.43023734,1,80,道路,bd09,,121.19176732443235,31.42578864525725
533,121.197508,31.42403017,1,80,道路,bd09,,121.18660803415308,31.41960738421765
534,121.020318,31.23661133,,25,道路,bd09,,121.00927609723544,31.23293527469658
535,121.197508,31.42403017,1,80,道路,bd09,,121.18660803415308,31.41960738421765
536,121.197508,31.42403017,1,80,道路,bd09,,121.18660803415308,31.41960738421765
537,121.197508,31.42403017,1,80,道路,bd09,,121.18660803415308,31.41960738421765
538,121.197508,31.42403017,1,80,道路,bd09,,121.18660803415308,31.41960738421765
539,120.6239779,30.2832781,,50,道路,bd09,,120.61342193091883,30.279677621951276
540,120.6239779,30.2832781,,50,道路,bd09,,120.61342193091883,30.279677621951276
541,120.0602764,30.09190463,,50,道路,bd09,,120.04892622446917,30.088572932488326
542,120.0602764,30.09190463,,50,道路,bd09,,120.04892622446917,30.088572932488326
543,120.5618342,30.33265337,,60,道路,bd09,,120.55113962231245,30.329496719612376
544,120.5618342,30.33265337,,60,道路,bd09,,120.55113962231245,30.329496719612376
545,120.6239779,30.2832781,,50,道路,bd09,,120.61342193091883,30.279677621951276
546,120.5790646,30.28615258,1,80,UNKNOWN,bd09,,120.56844819063181,30.282718575944962
547,120.4822514,31.63725465,,40,道路,bd09,,120.47131691690502,31.63277384110577
548,120.4822514,31.63725465,,40,道路,bd09,,120.47131691690502,31.63277384110577
549,118.2412498,24.68909886,1,80,道路,bd09,,118.23001890617144,24.686027649356337
550,112.9742662,23.31147585,,50,道路,bd09,,112.96252006611917,23.308459229268927
551,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
552,112.9330896,23.23118739,,50,道路,bd09,,112.92159242400245,23.227688830959394
553,112.9330896,23.23118739,,50,道路,bd09,,112.92159242400245,23.227688830959394
554,113.6125183,22.97894691,,20,乡镇,bd09,,113.60093326530283,22.975944193775632
555,108.2967371,22.75875446,1,80,道路,bd09,,108.28625469607691,22.755879371833235
556,114.5024256,22.9030263,1,80,UNKNOWN,bd09,,114.49124801171324,22.899556729217828
557,118.1380475,24.70955932,,30,道路,bd09,,118.12654459687514,24.7065623305853
558,118.1380475,24.70955932,,30,道路,bd09,,118.12654459687514,24.7065623305853
559,118.0395617,24.49032582,,16,区县,bd09,,118.02809376891877,24.48733617359308
560,118.1380475,24.70955932,,30,道路,bd09,,118.12654459687514,24.7065623305853
561,118.2412498,24.68909886,1,80,道路,bd09,,118.23001890617144,24.686027649356337
562,118.7063273,24.78130135,,25,道路,bd09,,118.6952732444685,24.777995781892088
563,118.4967336,24.92785612,,60,UNKNOWN,bd09,,118.48548997772798,24.924956695824907
564,108.2967371,22.75875446,1,80,道路,bd09,,108.28625469607691,22.755879371833235
565,109.4239953,24.40047235,1,75,道路,bd09,,109.41289338304766,24.397052206446265
566,113.5212263,23.11875762,1,80,道路,bd09,,113.50955067676067,23.115162227871956
567,113.6743137,22.64960995,,40,UNKNOWN,bd09,,113.66273678764836,22.646533082251697
568,114.516148,22.95814328,,18,乡镇,bd09,,114.5049328191147,22.954908461822065
569,114.5024256,22.9030263,1,80,UNKNOWN,bd09,,114.49124801171324,22.899556729217828
570,114.4163634,23.18691227,1,80,道路,bd09,,114.40480756546405,23.183672260280446
571,114.5024256,22.9030263,1,80,UNKNOWN,bd09,,114.49124801171324,22.899556729217828
572,110.0322735,19.85912487,,20,道路,bd09,,110.02149816104804,19.854807510016908
573,113.5649222,23.13636272,,50,生活服务,bd09,,113.55328452151817,23.13334043317043
574,113.5136494,23.11735606,1,80,工业园区,bd09,,113.50193380892507,23.113799810530306
575,112.9742662,23.31147585,,50,道路,bd09,,112.96252006611917,23.308459229268927
576,113.5136494,23.11735606,1,80,工业园区,bd09,,113.50193380892507,23.113799810530306
577,113.6743137,22.64960995,,40,UNKNOWN,bd09,,113.66273678764836,22.646533082251697
578,113.5136494,23.11735606,1,80,工业园区,bd09,,113.50193380892507,23.113799810530306
579,113.5028811,23.38868978,,40,道路,bd09,,113.49108243365866,23.385171545014387
580,113.4869042,23.1152738,1,80,工业园区,bd09,,113.47500627858548,23.11206820883038
581,113.5212263,23.11875762,1,80,道路,bd09,,113.50955067676067,23.115162227871956
582,113.7257035,23.17243919,,30,商圈,bd09,,113.71395745870126,23.16930049556291
583,113.5345204,23.08248041,1,80,UNKNOWN,bd09,,113.5228573576034,23.078947989288697
584,113.5585368,23.19804821,1,80,道路,bd09,,113.54686321421406,23.194873267740963
585,113.5212263,23.11875762,1,80,道路,bd09,,113.50955067676067,23.115162227871956
586,113.5136494,23.11735606,1,80,工业园区,bd09,,113.50193380892507,23.113799810530306
587,113.5136494,23.11735606,1,80,工业园区,bd09,,113.50193380892507,23.113799810530306
588,113.5212263,23.11875762,1,80,道路,bd09,,113.50955067676067,23.115162227871956
589,113.5212263,23.11875762,1,80,道路,bd09,,113.50955067676067,23.115162227871956
590,113.4869042,23.1152738,1,80,工业园区,bd09,,113.47500627858548,23.11206820883038
591,113.5649222,23.13636272,,50,生活服务,bd09,,113.55328452151817,23.13334043317043
592,119.6195387,25.91789365,1,75,旅游景点,bd09,,119.60862212465261,25.915045775917992
593,113.0127685,23.20939676,1,80,UNKNOWN,bd09,,113.00094301981977,23.206094879296195
594,113.0221655,23.21757098,,40,工业园区,bd09,,113.01034684156711,23.21407456730705
595,113.0221655,23.21757098,,40,工业园区,bd09,,113.01034684156711,23.21407456730705
596,112.9330896,23.23118739,,50,道路,bd09,,112.92159242400245,23.227688830959394
597,112.9330896,23.23118739,,50,道路,bd09,,112.92159242400245,23.227688830959394
598,112.9330896,23.23118739,,50,道路,bd09,,112.92159242400245,23.227688830959394
599,113.0231912,23.2048536,,50,UNKNOWN,bd09,,113.01136425701067,23.20133958926537
600,113.0127685,23.20939676,1,80,UNKNOWN,bd09,,113.00094301981977,23.206094879296195
601,113.0127685,23.20939676,1,80,UNKNOWN,bd09,,113.00094301981977,23.206094879296195
602,112.9742662,23.31147585,,50,道路,bd09,,112.96252006611917,23.308459229268927
603,113.0231912,23.2048536,,50,UNKNOWN,bd09,,113.01136425701067,23.20133958926537
604,112.9742662,23.31147585,,50,道路,bd09,,112.96252006611917,23.308459229268927
605,113.0231912,23.2048536,,50,UNKNOWN,bd09,,113.01136425701067,23.20133958926537
606,113.0221655,23.21757098,,40,工业园区,bd09,,113.01034684156711,23.21407456730705
607,113.0221655,23.21757098,,40,工业园区,bd09,,113.01034684156711,23.21407456730705
608,113.0112434,23.21021025,,50,道路,bd09,,112.99941844826971,23.206939122781723
609,113.0231912,23.2048536,,50,UNKNOWN,bd09,,113.01136425701067,23.20133958926537
610,113.0231912,23.2048536,,50,UNKNOWN,bd09,,113.01136425701067,23.20133958926537
611,113.0231912,23.2048536,,50,UNKNOWN,bd09,,113.01136425701067,23.20133958926537
612,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
613,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
614,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
615,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
616,112.9742662,23.31147585,,50,道路,bd09,,112.96252006611917,23.308459229268927
617,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
618,113.0744778,23.16120464,1,80,工业园区,bd09,,113.06252055017622,23.157676282885024
619,113.6125183,22.97894691,,20,乡镇,bd09,,113.60093326530283,22.975944193775632
620,113.5958305,23.07240236,,50,工业园区,bd09,,113.58417348621168,23.069587025399247
621,113.5958305,23.07240236,,50,工业园区,bd09,,113.58417348621168,23.069587025399247
622,113.9217841,22.96385938,,60,UNKNOWN,bd09,,113.91036089533027,22.96087895035909
623,113.5958305,23.07240236,,50,工业园区,bd09,,113.58417348621168,23.069587025399247
624,113.6125183,22.97894691,,20,乡镇,bd09,,113.60093326530283,22.975944193775632
625,113.5649222,23.13636272,,50,生活服务,bd09,,113.55328452151817,23.13334043317043
626,114.0715001,32.94115043,,30,道路,bd09,,114.05894412903287,32.93724802764992
627,113.8943761,34.71018811,1,75,生活服务,bd09,,113.8820912630734,34.70510017267515
628,113.8943761,34.71018811,1,75,生活服务,bd09,,113.8820912630734,34.70510017267515
629,113.8943761,34.71018811,1,75,生活服务,bd09,,113.8820912630734,34.70510017267515
630,113.8478043,34.55354578,,40,道路,bd09,,113.83531466475304,34.549003642277626
631,113.9824849,34.72501085,,14,区县,bd09,,113.9700718274046,34.72000467197298
632,112.8546479,28.31420242,,30,村庄,bd09,,112.84263639184647,28.31196169473214
633,112.8546479,28.31420242,,30,村庄,bd09,,112.84263639184647,28.31196169473214
634,112.8651729,28.35919211,,70,UNKNOWN,bd09,,112.85312785473927,28.35701772408589
635,113.1226943,28.23948425,1,80,UNKNOWN,bd09,,113.11023974664803,28.236875987634924
636,112.8546479,28.31420242,,30,村庄,bd09,,112.84263639184647,28.31196169473214
637,112.1542989,32.06008601,1,75,UNKNOWN,bd09,,112.14165782677837,32.0563924817835
638,114.0660369,30.42996676,1,80,UNKNOWN,bd09,,114.05373388123365,30.42667465708264
639,114.056723,30.4558479,1,70,工业园区,bd09,,114.04445759927061,30.452527584812973
640,114.056723,30.4558479,1,70,工业园区,bd09,,114.04445759927061,30.452527584812973
641,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
642,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
643,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
644,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
645,114.0354796,30.58811362,,14,区县,bd09,,114.02332539594306,30.584485486384434
646,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
647,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
648,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
649,114.8075434,30.84724387,,14,区县,bd09,,114.79577167551258,30.8437784363489
650,113.9924926,30.48054268,,25,道路,bd09,,113.98051342069851,30.47683757189713
651,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
652,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
653,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
654,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
655,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
656,114.056723,30.4558479,1,70,工业园区,bd09,,114.04445759927061,30.452527584812973
657,114.0660369,30.42996676,1,80,UNKNOWN,bd09,,114.05373388123365,30.42667465708264
658,112.3787924,30.27631667,,30,道路,bd09,,112.36630825979151,30.273018520708863
659,115.975755,28.43600273,,30,商圈,bd09,,115.96429321613732,28.433678521667606
660,115.9420338,28.44728745,,30,村庄,bd09,,115.93075656263974,28.444495805465262
